state,month,year,dem_percentage,gop_percentage,winner,margin
MO,Sep,2020,44.0,49.0,R,5.0
MO,Aug,2020,44.0,54.0,R,10.0
MO,Aug,2020,41.0,52.0,R,11.0
MO,Jul,2020,44.0,54.0,R,10.0
MO,Jul,2020,43.0,50.0,R,7.0
MO,Jun,2020,47.0,51.0,R,4.0
MO,Jun,2020,48.0,46.0,D,2.0
MO,Jun,2020,43.0,51.0,R,8.0
MO,May,2020,44.0,48.0,R,4.0
MO,Feb,2020,42.0,53.0,R,11.0
MO,Jan,2020,43.0,50.0,R,7.0
MO,Sep,2019,42.0,53.0,R,11.0
MO,Apr,2019,43.0,51.0,R,8.0
MT,Nov,2020,45.0,50.0,R,5.0
MT,Nov,2020,46.0,52.0,R,6.0
MT,Oct,2020,48.0,50.0,R,2.0
MT,Oct,2020,47.0,49.0,R,2.0
MT,Oct,2020,45.0,52.0,R,7.0
MT,Oct,2020,43.0,49.0,R,6.0
MT,Oct,2020,43.0,51.0,R,8.0
MT,Oct,2020,46.0,50.0,R,4.0
MT,Oct,2020,48.0,48.0,E,0.0
MT,Oct,2020,44.0,52.0,R,8.0
MT,Oct,2020,46.0,52.0,R,6.0
MT,Oct,2020,44.0,56.0,R,12.0
MT,Oct,2020,43.0,49.0,R,6.0
MT,Oct,2020,44.0,51.0,R,7.0
MT,Sep,2020,41.0,57.0,R,16.0
MT,Sep,2020,42.0,49.0,R,7.0
MT,Sep,2020,43.0,50.0,R,7.0
MT,Aug,2020,46.0,52.0,R,6.0
MT,Aug,2020,44.0,48.0,R,4.0
MT,Aug,2020,46.0,54.0,R,8.0
MT,Jul,2020,44.0,53.0,R,9.0
MT,Jul,2020,45.0,50.0,R,5.0
MT,Jul,2020,42.0,52.0,R,10.0
MT,Jul,2020,45.0,49.0,R,4.0
MT,Jul,2020,42.0,51.0,R,9.0
MT,Jun,2020,41.0,57.0,R,16.0
MT,Jun,2020,38.0,52.0,R,14.0
MT,Apr,2020,40.0,45.0,R,5.0
MT,Apr,2020,42.0,51.0,R,9.0
MT,Feb,2020,34.0,56.0,R,22.0
MT,Oct,2019,47.0,54.0,R,7.0
NE,Nov,2020,43.0,56.0,R,13.0
NE,Oct,2020,46.0,53.0,R,7.0
NE,Sep,2020,41.0,57.0,R,16.0
NE,Aug,2020,47.0,53.0,R,6.0
NE,Jul,2020,44.0,54.0,R,10.0
NE,Jun,2020,42.0,56.0,R,14.0
NV,Nov,2020,48.0,49.0,R,1.0
NV,Nov,2020,49.0,49.0,E,0.0
NV,Nov,2020,51.0,44.0,D,7.0
NV,Oct,2020,49.0,47.0,D,2.0
NV,Oct,2020,49.0,47.0,D,2.0
NV,Oct,2020,50.0,44.0,D,6.0
NV,Oct,2020,50.0,49.0,D,1.0
NV,Oct,2020,49.0,43.0,D,6.0
NV,Oct,2020,50.0,41.0,D,9.0
NV,Oct,2020,52.0,43.0,D,9.0
NV,Oct,2020,44.0,42.0,D,2.0
NV,Oct,2020,52.0,46.0,D,6.0
NV,Oct,2020,48.0,42.0,D,6.0
NV,Sep,2020,51.0,47.0,D,4.0
NV,Sep,2020,49.0,48.0,D,1.0
NV,Sep,2020,46.0,41.0,D,5.0
NV,Sep,2020,52.0,41.0,D,11.0
NV,Sep,2020,50.0,40.0,D,10.0
NV,Sep,2020,47.0,43.0,D,4.0
NV,Sep,2020,46.0,42.0,D,4.0
NV,Aug,2020,50.0,49.0,D,1.0
NV,Aug,2020,44.0,39.0,D,5.0
NV,Jul,2020,47.0,52.0,R,5.0
NV,Jun,2020,50.0,49.0,D,1.0
NV,Apr,2020,49.0,45.0,D,4.0
NV,Feb,2020,44.0,41.0,D,3.0
NV,Jan,2020,47.0,39.0,D,8.0
NV,Nov,2019,47.0,40.0,D,7.0
NV,Nov,2019,49.0,51.0,R,2.0
NV,Aug,2019,49.0,43.0,D,6.0
NV,Mar,2019,52.0,48.0,D,4.0
NH,Nov,2020,54.0,45.0,D,9.0
NH,Oct,2020,58.0,39.0,D,19.0
NH,Oct,2020,53.0,45.0,D,8.0
NH,Oct,2020,55.0,44.0,D,11.0
NH,Oct,2020,52.0,44.0,D,8.0
NH,Oct,2020,53.0,43.0,D,10.0
NH,Oct,2020,55.0,43.0,D,12.0
NH,Oct,2020,51.0,41.0,D,10.0
NH,Oct,2020,53.0,41.0,D,12.0
NH,Oct,2020,53.0,45.0,D,8.0
NH,Sep,2020,55.0,43.0,D,12.0
NH,Sep,2020,53.0,44.0,D,9.0
NH,Sep,2020,53.0,44.0,D,9.0
NH,Sep,2020,56.0,42.0,D,14.0
NH,Sep,2020,52.0,44.0,D,8.0
NH,Sep,2020,53.0,44.0,D,9.0
NH,Sep,2020,45.0,42.0,D,3.0
NH,Aug,2020,60.0,39.0,D,21.0
NH,Aug,2020,51.0,43.0,D,8.0
NH,Jul,2020,60.0,39.0,D,21.0
NH,Jul,2020,53.0,40.0,D,13.0
NH,Jun,2020,61.0,39.0,D,22.0
NH,Jun,2020,52.0,39.0,D,13.0
NH,Jun,2020,49.0,42.0,D,7.0
NH,May,2020,44.0,46.0,R,2.0
NH,Apr,2020,50.0,42.0,D,8.0
NH,Feb,2020,44.0,46.0,R,2.0
NH,Feb,2020,44.0,46.0,R,2.0
NH,Feb,2020,45.0,49.0,R,4.0
NH,Jan,2020,51.0,43.0,D,8.0
NH,Nov,2019,52.0,48.0,D,4.0
NH,Nov,2019,46.0,42.0,D,4.0
NH,Nov,2019,51.0,43.0,D,8.0
NH,Sep,2019,55.0,45.0,D,10.0
NH,Aug,2019,53.0,40.0,D,13.0
NH,Feb,2019,55.0,45.0,D,10.0
NH,Mar,2018,53.0,39.0,D,14.0
NJ,Nov,2020,59.0,38.0,D,21.0
NJ,Nov,2020,59.0,40.0,D,19.0
NJ,Nov,2020,59.0,40.0,D,19.0
NJ,Oct,2020,60.0,37.0,D,23.0
NJ,Oct,2020,62.0,38.0,D,24.0
NJ,Oct,2020,59.0,37.0,D,22.0
NJ,Oct,2020,56.0,36.0,D,20.0
NJ,Oct,2020,56.0,34.0,D,22.0
NJ,Oct,2020,53.0,38.0,D,15.0
NJ,Sep,2020,60.0,37.0,D,23.0
NJ,Sep,2020,52.0,38.0,D,14.0
NJ,Sep,2020,58.0,40.0,D,18.0
NJ,Aug,2020,57.0,40.0,D,17.0
NJ,Aug,2020,52.0,33.0,D,19.0
NJ,Jul,2020,61.0,37.0,D,24.0
NJ,Jul,2020,51.0,33.0,D,18.0
NJ,Jun,2020,61.0,37.0,D,24.0
NJ,May,2020,54.0,35.0,D,19.0
NJ,May,2020,56.0,33.0,D,23.0
NJ,Apr,2020,54.0,38.0,D,16.0
NJ,Feb,2020,53.0,35.0,D,18.0
NM,Nov,2020,56.0,42.0,D,14.0
NM,Oct,2020,54.0,42.0,D,12.0
NM,Oct,2020,52.0,46.0,D,6.0
NM,Oct,2020,54.0,41.0,D,13.0
NM,Oct,2020,53.0,39.0,D,14.0
NM,Sep,2020,54.0,44.0,D,10.0
NM,Sep,2020,54.0,39.0,D,15.0
NM,Aug,2020,56.0,43.0,D,13.0
NM,Jul,2020,49.0,48.0,D,1.0
NM,Jun,2020,49.0,50.0,R,1.0
NM,Jun,2020,53.0,39.0,D,14.0
NM,Apr,2020,52.0,40.0,D,12.0
NM,Jan,2020,54.0,46.0,D,8.0
NY,Nov,2020,63.0,35.0,D,28.0
NY,Nov,2020,64.0,34.0,D,30.0
NY,Oct,2020,63.0,34.0,D,29.0
NY,Oct,2020,65.0,33.0,D,32.0
NY,Sep,2020,64.0,34.0,D,30.0
NY,Sep,2020,61.0,29.0,D,32.0
NY,Aug,2020,64.0,34.0,D,30.0
NY,Aug,2020,63.0,32.0,D,31.0
NY,Jul,2020,63.0,34.0,D,29.0
NY,Jun,2020,65.0,33.0,D,32.0
NY,Jun,2020,57.0,32.0,D,25.0
NY,May,2020,57.0,32.0,D,25.0
NY,May,2020,55.0,32.0,D,23.0
NY,Apr,2020,65.0,29.0,D,36.0
NY,Mar,2020,58.0,33.0,D,25.0
NY,Feb,2020,55.0,36.0,D,19.0
NC,Nov,2020,50.0,48.0,D,2.0
NC,Nov,2020,49.0,47.0,D,2.0
NC,Nov,2020,52.0,46.0,D,6.0
NC,Nov,2020,49.0,48.0,D,1.0
NC,Nov,2020,49.0,48.0,D,1.0
NC,Nov,2020,50.0,48.0,D,2.0
NC,Nov,2020,50.0,48.0,D,2.0
NC,Oct,2020,51.0,49.0,D,2.0
NC,Oct,2020,48.0,50.0,R,2.0
NC,Oct,2020,44.0,48.0,R,4.0
NC,Oct,2020,47.0,47.0,E,0.0
NC,Oct,2020,49.0,48.0,D,1.0
NC,Oct,2020,51.0,45.0,D,6.0
NC,Oct,2020,47.0,48.0,R,1.0
NC,Oct,2020,47.0,49.0,R,2.0
NC,Oct,2020,49.0,47.0,D,2.0
NC,Oct,2020,49.0,48.0,D,1.0
NC,Oct,2020,50.0,48.0,D,2.0
NC,Oct,2020,46.0,48.0,R,2.0
NC,Oct,2020,52.0,46.0,D,6.0
NC,Oct,2020,52.0,47.0,D,5.0
NC,Oct,2020,49.0,46.0,D,3.0
NC,Oct,2020,51.0,47.0,D,4.0
NC,Oct,2020,48.0,45.0,D,3.0
NC,Oct,2020,48.0,45.0,D,3.0
NC,Oct,2020,49.0,48.0,D,1.0
NC,Oct,2020,49.0,48.0,D,1.0
NC,Oct,2020,48.0,47.0,D,1.0
NC,Oct,2020,50.0,46.0,D,4.0
NC,Oct,2020,47.0,49.0,R,2.0
NC,Oct,2020,50.0,48.0,D,2.0
NC,Oct,2020,48.0,48.0,E,0.0
NC,Oct,2020,48.0,48.0,E,0.0
NC,Oct,2020,47.0,49.0,R,2.0
NC,Oct,2020,47.0,46.0,D,1.0
NC,Oct,2020,51.0,47.0,D,4.0
NC,Oct,2020,46.0,48.8,R,2.799999999999997
NC,Oct,2020,50.0,44.0,D,6.0
NC,Oct,2020,47.0,48.0,R,1.0
NC,Oct,2020,49.0,47.0,D,2.0
NC,Oct,2020,49.0,46.0,D,3.0
NC,Oct,2020,50.0,47.0,D,3.0
NC,Oct,2020,48.0,44.0,D,4.0
NC,Oct,2020,50.0,47.0,D,3.0
NC,Oct,2020,48.0,44.0,D,4.0
NC,Oct,2020,51.0,47.0,D,4.0
NC,Oct,2020,49.0,48.0,D,1.0
NC,Oct,2020,50.0,48.0,D,2.0
NC,Oct,2020,49.0,49.0,E,0.0
NC,Oct,2020,51.0,46.0,D,5.0
NC,Oct,2020,49.0,46.0,D,3.0
NC,Oct,2020,46.0,42.0,D,4.0
NC,Oct,2020,48.0,48.0,E,0.0
NC,Oct,2020,48.0,47.0,D,1.0
NC,Oct,2020,49.0,46.0,D,3.0
NC,Oct,2020,50.0,46.0,D,4.0
NC,Oct,2020,49.0,48.0,D,1.0
NC,Oct,2020,50.0,45.0,D,5.0
NC,Oct,2020,48.0,46.0,D,2.0
NC,Oct,2020,47.0,45.0,D,2.0
NC,Oct,2020,49.0,43.0,D,6.0
NC,Oct,2020,44.0,47.0,R,3.0
NC,Oct,2020,50.0,46.0,D,4.0
NC,Oct,2020,49.0,45.0,D,4.0
NC,Oct,2020,49.0,42.0,D,7.0
NC,Oct,2020,49.0,44.0,D,5.0
NC,Oct,2020,47.0,47.0,E,0.0
NC,Oct,2020,50.0,46.0,D,4.0
NC,Oct,2020,51.0,44.0,D,7.0
NC,Oct,2020,49.0,47.0,D,2.0
NC,Oct,2020,50.0,46.0,D,4.0
NC,Sep,2020,52.0,46.0,D,6.0
NC,Sep,2020,50.0,47.0,D,3.0
NC,Sep,2020,49.0,47.0,D,2.0
NC,Sep,2020,47.0,45.0,D,2.0
NC,Sep,2020,48.0,46.0,D,2.0
NC,Sep,2020,47.0,47.0,E,0.0
NC,Sep,2020,48.0,49.0,R,1.0
NC,Sep,2020,46.0,45.0,D,1.0
NC,Sep,2020,48.0,46.0,D,2.0
NC,Sep,2020,44.0,45.0,R,1.0
NC,Sep,2020,51.0,49.0,D,2.0
NC,Sep,2020,45.0,44.0,D,1.0
NC,Sep,2020,47.0,47.0,E,0.0
NC,Sep,2020,47.0,45.0,D,2.0
NC,Sep,2020,46.2,42.8,D,3.4000000000000057
NC,Sep,2020,47.0,47.0,E,0.0
NC,Sep,2020,49.0,46.0,D,3.0
NC,Sep,2020,45.0,43.0,D,2.0
NC,Sep,2020,46.1,47.8,R,1.6999999999999957
NC,Sep,2020,48.0,49.0,R,1.0
NC,Sep,2020,48.0,48.0,E,0.0
NC,Sep,2020,48.0,47.0,D,1.0
NC,Sep,2020,49.0,47.0,D,2.0
NC,Sep,2020,43.0,44.0,R,1.0
NC,Sep,2020,47.0,45.0,D,2.0
NC,Sep,2020,48.0,46.0,D,2.0
NC,Sep,2020,48.0,46.0,D,2.0
NC,Sep,2020,50.0,46.0,D,4.0
NC,Sep,2020,49.0,45.0,D,4.0
NC,Aug,2020,48.0,51.0,R,3.0
NC,Aug,2020,47.0,49.0,R,2.0
NC,Aug,2020,49.0,47.0,D,2.0
NC,Aug,2020,48.0,47.0,D,1.0
NC,Aug,2020,49.0,46.0,D,3.0
NC,Aug,2020,44.0,46.0,R,2.0
NC,Aug,2020,49.0,46.0,D,3.0
NC,Aug,2020,47.0,47.0,E,0.0
NC,Aug,2020,49.0,51.0,R,2.0
NC,Aug,2020,45.0,44.0,D,1.0
NC,Aug,2020,47.0,48.0,R,1.0
NC,Aug,2020,47.0,48.0,R,1.0
NC,Aug,2020,49.0,45.0,D,4.0
NC,Aug,2020,46.0,44.0,D,2.0
NC,Jul,2020,49.0,46.0,D,3.0
NC,Jul,2020,48.0,44.0,D,4.0
NC,Jul,2020,47.0,37.0,D,10.0
NC,Jul,2020,49.0,50.0,R,1.0
NC,Jul,2020,49.0,46.0,D,3.0
NC,Jul,2020,47.0,47.0,E,0.0
NC,Jul,2020,49.0,46.0,D,3.0
NC,Jul,2020,47.0,48.0,R,1.0
NC,Jul,2020,44.0,40.0,D,4.0
NC,Jul,2020,51.0,44.0,D,7.0
NC,Jul,2020,43.0,42.0,D,1.0
NC,Jul,2020,46.0,49.0,R,3.0
NC,Jul,2020,48.0,49.0,R,1.0
NC,Jul,2020,47.0,46.0,D,1.0
NC,Jul,2020,50.0,46.0,D,4.0
NC,Jun,2020,49.0,49.0,E,0.0
NC,Jun,2020,51.0,44.0,D,7.0
NC,Jun,2020,45.0,44.0,D,1.0
NC,Jun,2020,48.0,46.0,D,2.0
NC,Jun,2020,47.0,45.0,D,2.0
NC,Jun,2020,49.0,40.0,D,9.0
NC,Jun,2020,43.0,46.0,R,3.0
NC,Jun,2020,46.0,40.0,D,6.0
NC,Jun,2020,47.0,45.0,D,2.0
NC,Jun,2020,49.0,45.0,D,4.0
NC,May,2020,46.0,45.0,D,1.0
NC,May,2020,44.0,47.0,R,3.0
NC,May,2020,46.0,49.0,R,3.0
NC,May,2020,42.0,42.0,E,0.0
NC,May,2020,45.0,43.0,D,2.0
NC,May,2020,47.0,47.0,E,0.0
NC,May,2020,43.0,46.0,R,3.0
NC,May,2020,49.0,46.0,D,3.0
NC,Apr,2020,47.0,40.0,D,7.0
NC,Apr,2020,50.0,45.0,D,5.0
NC,Apr,2020,49.0,46.0,D,3.0
NC,Apr,2020,48.0,45.0,D,3.0
NC,Apr,2020,48.0,46.0,D,2.0
NC,Apr,2020,48.0,47.0,D,1.0
NC,Apr,2020,42.0,49.0,R,7.0
NC,Feb,2020,48.0,46.0,D,2.0
NC,Feb,2020,49.0,45.0,D,4.0
NC,Feb,2020,49.0,45.0,D,4.0
NC,Feb,2020,46.0,44.0,D,2.0
NC,Nov,2019,45.0,43.0,D,2.0
NC,Oct,2019,46.0,48.0,R,2.0
NC,Oct,2019,50.0,46.0,D,4.0
NC,Oct,2019,35.0,38.0,R,3.0
NC,Oct,2019,51.0,46.0,D,5.0
NC,Aug,2019,49.0,41.0,D,8.0
NC,Aug,2019,44.0,45.0,R,1.0
NC,Jul,2019,49.0,45.0,D,4.0
NC,Jun,2019,49.0,46.0,D,3.0
NC,Jun,2019,56.0,44.0,D,12.0
NC,Jun,2019,41.0,52.0,R,11.0
NC,Feb,2019,39.0,43.0,R,4.0
NC,Jan,2019,49.0,44.0,D,5.0
NC,Jan,2018,46.0,45.0,D,1.0
ND,Nov,2020,39.0,59.0,R,20.0
ND,Oct,2020,42.0,57.0,R,15.0
ND,Sep,2020,34.0,63.0,R,29.0
ND,Sep,2020,37.0,51.0,R,14.0
ND,Sep,2020,37.0,56.0,R,19.0
ND,Aug,2020,32.0,66.0,R,34.0
ND,Jul,2020,36.0,63.0,R,27.0
ND,Jun,2020,28.0,71.0,R,43.0
ND,Mar,2020,38.0,55.0,R,17.0
ND,Feb,2020,34.0,59.0,R,25.0
ND,Jul,2019,34.0,60.0,R,26.0
ND,May,2019,39.0,54.0,R,15.0
OH,Nov,2020,47.0,51.0,R,4.0
OH,Nov,2020,45.0,49.0,R,4.0
OH,Nov,2020,47.0,47.0,E,0.0
OH,Nov,2020,47.0,52.0,R,5.0
OH,Nov,2020,48.0,49.0,R,1.0
OH,Nov,2020,47.0,43.0,D,4.0
OH,Nov,2020,47.0,50.0,R,3.0
OH,Oct,2020,44.0,49.0,R,5.0
OH,Oct,2020,50.0,49.0,D,1.0
OH,Oct,2020,47.0,49.0,R,2.0
OH,Oct,2020,47.0,50.0,R,3.0
OH,Oct,2020,47.0,49.0,R,2.0
OH,Oct,2020,47.0,51.0,R,4.0
OH,Oct,2020,48.0,43.0,D,5.0
OH,Oct,2020,44.0,55.0,R,11.0
OH,Oct,2020,47.0,49.0,R,2.0
OH,Oct,2020,43.0,44.0,R,1.0
OH,Oct,2020,45.0,48.0,R,3.0
OH,Oct,2020,47.0,49.0,R,2.0
OH,Oct,2020,48.0,47.0,D,1.0
OH,Oct,2020,48.0,47.0,D,1.0
OH,Oct,2020,47.0,50.0,R,3.0
OH,Oct,2020,46.0,49.0,R,3.0
OH,Oct,2020,45.0,47.0,R,2.0
OH,Oct,2020,45.0,44.0,D,1.0
OH,Oct,2020,44.0,48.0,R,4.0
OH,Oct,2020,47.0,47.0,E,0.0
OH,Oct,2020,47.0,48.0,R,1.0
OH,Sep,2020,47.0,51.0,R,4.0
OH,Sep,2020,47.0,49.0,R,2.0
OH,Sep,2020,50.0,45.0,D,5.0
OH,Sep,2020,49.0,44.0,D,5.0
OH,Sep,2020,48.0,47.0,D,1.0
OH,Sep,2020,45.0,44.0,D,1.0
OH,Sep,2020,45.0,48.0,R,3.0
OH,Sep,2020,45.0,50.0,R,5.0
OH,Sep,2020,45.0,51.0,R,6.0
OH,Sep,2020,51.0,47.0,D,4.0
OH,Sep,2020,48.0,46.0,D,2.0
OH,Aug,2020,48.0,51.0,R,3.0
OH,Aug,2020,45.0,50.0,R,5.0
OH,Aug,2020,47.0,47.0,E,0.0
OH,Aug,2020,45.0,49.0,R,4.0
OH,Aug,2020,47.0,46.0,D,1.0
OH,Jul,2020,46.0,52.0,R,6.0
OH,Jul,2020,45.0,48.0,R,3.0
OH,Jul,2020,45.0,46.0,R,1.0
OH,Jul,2020,43.0,41.0,D,2.0
OH,Jul,2020,50.0,46.0,D,4.0
OH,Jul,2020,46.0,42.0,D,4.0
OH,Jun,2020,49.0,50.0,R,1.0
OH,Jun,2020,46.0,45.0,D,1.0
OH,Jun,2020,45.0,43.0,D,2.0
OH,May,2020,42.0,50.0,R,8.0
OH,May,2020,49.0,51.0,R,2.0
OH,Apr,2020,45.0,44.0,D,1.0
OH,Mar,2020,43.0,47.0,R,4.0
OH,Mar,2020,44.0,52.0,R,8.0
OH,Mar,2020,49.0,45.0,D,4.0
OH,Oct,2019,48.0,46.0,D,2.0
OH,Oct,2019,53.0,47.0,D,6.0
OH,Oct,2019,48.0,42.0,D,6.0
OH,Oct,2019,53.0,47.0,D,6.0
OH,Jul,2019,50.0,42.0,D,8.0
OH,Nov,2018,48.0,44.0,D,4.0
OK,Nov,2020,35.0,65.0,R,30.0
OK,Oct,2020,40.0,59.0,R,19.0
OK,Oct,2020,37.0,59.0,R,22.0
OK,Sep,2020,35.0,63.0,R,28.0
OK,Sep,2020,33.0,55.0,R,22.0
OK,Sep,2020,35.0,60.0,R,25.0
OK,Aug,2020,35.0,60.0,R,25.0
OK,Aug,2020,35.0,64.0,R,29.0
OK,Jul,2020,34.0,64.0,R,30.0
OK,Jul,2020,36.0,56.0,R,20.0
OK,Jun,2020,37.0,61.0,R,24.0
OK,Jun,2020,36.0,55.0,R,19.0
OK,Mar,2020,33.0,57.0,R,24.0
OK,Feb,2020,34.0,62.0,R,28.0
OR,Nov,2020,59.0,39.0,D,20.0
OR,Nov,2020,60.0,37.0,D,23.0
OR,Oct,2020,61.0,38.0,D,23.0
OR,Sep,2020,61.0,38.0,D,23.0
OR,Sep,2020,56.0,39.0,D,17.0
OR,Sep,2020,51.0,39.0,D,12.0
OR,Aug,2020,60.0,38.0,D,22.0
OR,Jul,2020,61.0,38.0,D,23.0
OR,Jun,2020,59.0,39.0,D,20.0
PA,Nov,2020,48.0,49.0,R,1.0
PA,Nov,2020,52.0,47.0,D,5.0
PA,Nov,2020,50.0,47.0,D,3.0
PA,Nov,2020,52.0,46.0,D,6.0
PA,Nov,2020,51.0,49.0,D,2.0
PA,Nov,2020,50.0,46.0,D,4.0
PA,Nov,2020,51.0,46.0,D,5.0
PA,Nov,2020,50.0,45.0,D,5.0
PA,Nov,2020,51.0,44.0,D,7.0
PA,Nov,2020,50.0,45.0,D,5.0
PA,Nov,2020,50.0,48.0,D,2.0
PA,Nov,2020,52.0,45.0,D,7.0
PA,Nov,2020,51.0,45.0,D,6.0
PA,Nov,2020,51.0,44.0,D,7.0
PA,Nov,2020,52.0,46.0,D,6.0
PA,Oct,2020,46.0,48.0,R,2.0
PA,Oct,2020,52.0,48.0,D,4.0
PA,Oct,2020,47.4,48.7,R,1.3000000000000043
PA,Oct,2020,49.0,43.0,D,6.0
PA,Oct,2020,52.0,43.0,D,9.0
PA,Oct,2020,52.0,47.0,D,5.0
PA,Oct,2020,49.0,50.0,R,1.0
PA,Oct,2020,56.0,42.0,D,14.0
PA,Oct,2020,52.0,45.0,D,7.0
PA,Oct,2020,50.0,45.0,D,5.0
PA,Oct,2020,51.0,46.0,D,5.0
PA,Oct,2020,51.0,44.0,D,7.0
PA,Oct,2020,49.0,44.0,D,5.0
PA,Oct,2020,52.0,46.0,D,6.0
PA,Oct,2020,51.0,45.0,D,6.0
PA,Oct,2020,52.0,44.0,D,8.0
PA,Oct,2020,49.0,47.0,D,2.0
PA,Oct,2020,51.0,44.0,D,7.0
PA,Oct,2020,52.0,46.0,D,6.0
PA,Oct,2020,52.0,45.0,D,7.0
PA,Oct,2020,51.0,44.0,D,7.0
PA,Oct,2020,50.0,45.0,D,5.0
PA,Oct,2020,45.5,48.5,R,3.0
PA,Oct,2020,48.0,48.0,E,0.0
PA,Oct,2020,47.0,49.0,R,2.0
PA,Oct,2020,50.0,44.0,D,6.0
PA,Oct,2020,50.0,45.0,D,5.0
PA,Oct,2020,51.0,44.0,D,7.0
PA,Oct,2020,51.0,46.0,D,5.0
PA,Oct,2020,52.0,46.0,D,6.0
PA,Oct,2020,52.0,44.0,D,8.0
PA,Oct,2020,44.0,39.0,D,5.0
PA,Oct,2020,53.0,43.0,D,10.0
PA,Oct,2020,51.0,44.0,D,7.0
PA,Oct,2020,52.0,43.0,D,9.0
PA,Oct,2020,50.0,45.0,D,5.0
PA,Oct,2020,50.0,47.0,D,3.0
PA,Oct,2020,51.0,43.0,D,8.0
PA,Oct,2020,49.0,47.0,D,2.0
PA,Oct,2020,49.0,42.0,D,7.0
PA,Oct,2020,49.0,45.0,D,4.0
PA,Oct,2020,49.0,45.0,D,4.0
PA,Oct,2020,48.0,46.0,D,2.0
PA,Oct,2020,51.0,46.0,D,5.0
PA,Oct,2020,46.0,43.0,D,3.0
PA,Oct,2020,51.0,43.0,D,8.0
PA,Oct,2020,47.0,45.0,D,2.0
PA,Oct,2020,49.0,43.0,D,6.0
PA,Oct,2020,50.0,42.0,D,8.0
PA,Oct,2020,47.0,45.0,D,2.0
PA,Oct,2020,52.0,45.0,D,7.0
PA,Oct,2020,51.0,45.0,D,6.0
PA,Oct,2020,51.0,44.0,D,7.0
PA,Oct,2020,52.0,44.0,D,8.0
PA,Oct,2020,49.0,44.0,D,5.0
PA,Oct,2020,51.0,46.0,D,5.0
PA,Oct,2020,50.0,45.0,D,5.0
PA,Oct,2020,52.0,44.0,D,8.0
PA,Oct,2020,49.0,42.0,D,7.0
PA,Oct,2020,51.0,47.0,D,4.0
PA,Oct,2020,54.0,41.0,D,13.0
PA,Oct,2020,50.0,45.0,D,5.0
PA,Oct,2020,50.0,46.0,D,4.0
PA,Oct,2020,54.0,42.0,D,12.0
PA,Oct,2020,54.0,43.0,D,11.0
PA,Oct,2020,53.0,45.0,D,8.0
PA,Oct,2020,51.0,44.0,D,7.0
PA,Oct,2020,49.0,42.0,D,7.0
PA,Sep,2020,52.0,46.0,D,6.0
PA,Sep,2020,54.0,45.0,D,9.0
